10ovdvs,1675061878.0,,Extreme-Grab-7067,Streak x: Descansito,\~
10nwwmt,1674960335.0,,Extreme-Grab-7067,Streak 9: El aeropuerto Benito Juárez en CDMX,"He viajado por el aeropuerto principal de Ciudad de México muchas veces y tiene ciertas idiosincrasias que pueden hacer la experiencia muy complicada.

Primera cosa para saber es qué hay dos terminals: T1 y T2. Y no es fácil cambiar entre ellos. Tienes que tomar un autobús que cuesta 25 pesos o el “aerotrén” que es gratis si tienes boleto para el otro terminal.

El metro de CDMX tiene una parada para T1, Terminal Aérea, pero no es fácil llegar en metro directamente a T2. Desde la parada más cerca, Pantitlán, tienes que caminar 15 minutos a T2 y las calles son confusas. Entonces si vas para T2 en metro, mejor pasas por T1 y tomes el aerotrén a T2. O puedes tomar un taxi directo.

En Estados Unidos, si no tienes equipaje documentado, típicamente puedes recibir tu boleto electrónicamente sin hablar con nadie. Pero muchas veces en este aeropuerto , tuve que esperar en la fila de mi aerolínea para imprimir mi boleto. Es porque quieren revisar que tus cosas conformen a los límites. Pero muchas veces el error electrónico no explica bien que está pasando.

Entonces date un poco más tiempo para pasar por este aeropuerto que otros. Es posible que habrá un paso inesperado o una fila larga que no se puede evitar.

Última cosa, te recomiendo que evites Volaris y VivaAerobus en México, particularmente si tienes una conexión. Estes aerolíneas económicas son pocos fiables."
10n7fy5,1674884517.0,,Extreme-Grab-7067,Streak 9: La historia oficial,"Anoche vi la película argentina, *La historia oficial* en Netflix. Se me olvidó que ya he visto este filme. Pero mi español ya está mejor tal que entendí casi todo, y la experiencia fue muy impactante. Es una obra maestra.

El escenario es Buenos Aires en 1983, el último año de la dictadura militar en Argentina. La protagonista es una maestra de historia en la secundaria. Ella vive con su esposo, un hombre de negocios, y su hija adoptada con seis años.

En esa época, había muchos manifestantes protestando abusos del estado y la llamada ""guerra sucia"". Habían desapariciones forzadas, tortura, y asesinatos clandestinos. También había casos donde los militares robaron los hijos de los detenidos para estar adoptados por familias militares o cómplices de la dictadura.

La protagonista del filme empieza a sospechar que su hija adoptiva fue tomada en contra de la voluntad de su madre biológica. Además, sospecha que su esposo lo sabía. Entonces al resto de la trama tiene que ver con su búsqueda de la verdad y las consecuencias de desafiar ""la historia oficial"":  que la ""guerra sucia"" no existía."
10mdeyr,1674798198.0,,Extreme-Grab-7067,Streak 8: Persiguiendo tu pasión,"&#x200B;

Cuando eres joven, te dicen que deberías ""seguir tu pasión"" para ""lograr tus sueños"". La realidad es que la mayoría de personas tienen que dedicarse a pagar tus facturas para sobrevivir. Si ya tienes trabajo, se siente muy arriesgado dejar tu trabajo actual en favor de tu ""pasión"".

Ya soy adulto, y tengo varios intereses. Pero no he identificado una pasión singular en mi vida. Creo que mi estrategia será probando varias cosas con la mente abierta. Es un hecho de la vida que tienes que trabajar. Tal vez voy a encontrar un trabajo que me gusta. Y si no, está bien. Puedo seguir explorando mis intereses en mi tiempo libre."
10laz24,1674683841.0,,Extreme-Grab-7067,Streak 7: Textos bilingües y la teoría de traducción,"Tengo una biblia bilingüe NVI (Nueva Version Internacional). No soy religioso, pero creo que la biblia es culturalmente un texto importante, y tengo ganas de leerla.

Esta biblia tiene dos prefacios: uno en ingles y otro en español,  ¡y son diferentes! Es porque el proceso de crear la version ingles era completamente independiente del español. Las dos versiones son traducciones de los textos ""originales"" escritos en hebreo, griego o arameo.

Creo que la mayoría de los lectores anglófonos de la biblia no han consideran que están leyendo una *traducción* de la biblia. Necesariamente hay un margen de interpretación porque las palabras entre idiomas no son 100% equivalentes.

Entonces los prefacios hablan de las decisiones que los traductores hicieron para crear la Nueva Version Internacional. Ellos no valoran necesariamente la estructura de los idiomas fuentes. Prefieren que la estructura de las frases traducidas sea natural. Traducen al nivel del *significado*, entonces prefieren usar un conjunto de palabras para capturar una idea en vez de traducir palabra por palabra.

Esas ideas sobre traducción son en consonancia con mi entendimiento de como aprender un idioma. Es mejor crear asociaciones entre palabras y significado directamente. Es una estrategia más eficaz en comparación con siempre traduciendo a tu idioma nativo para acceder el significado. Una traducción nunca es 100% equivalente."
10krie6,1674625964.0,,Extreme-Grab-7067,Streak 6: Pruebas de personalidad,"Estoy familiarizado con dos tipos de prueba de personalidad: Meyers-Briggs y Eneagrama. Los tipos de personalidad Meyers-Briggs son basados en las ideas de Carl Jung, un psicólogo de principios de siglo XX. No sé de dónde viene el Eneagrama, pero parece que a los cristianos (tantos Católicos como Protestantes) se lo gusta hablar.

No intentaré a describir el contenido de estos dos teorías de personalidad. Pero creo que estudiando mis resueltos, o sea mis “tipos” de personalidad, ha sido informativo para explicar mis experiencias y darme más conciencia propia.

Y sobre todo es entretenido estudiar estas teorías de personalidad (que podría ser un aspecto de personalidad, jaja). Hay gente que le encuentra la Astrología ser entretenido, pero dudo que la fecha de tu nacimiento tenga nada que ver con tus tendencias según los “signos astrológicos”.

¿Las teorías de personalidad de Meyers-Briggs y del Enagramo merecen una consideración seria? ¿Se consideran “psicología”? Y si no, ¿eso los hace sin sentido? No sé."
10jri34,1674517847.0,,Extreme-Grab-7067,Streak 5: Comida corrida en Mexico,"Hay un tipo de restaurante que existe en México (y otros países en Latinoamérica creo) que no existe en Estado Unidos. En México se llama “comida corrida”.

El concepto es así: hay un menú pequeño que cambia diariamente. Puedes elegir entre dos o tres sopas, ensalada o verduras, y un plato principal que puede ser de carne con frijoles o tacos o algo como así.

El precio es típicamente muy económico. La comida ya está preparada entonces se sirve rápidamente. Pero también está fresca porque la preparan solo por el almuerzo de hoy, y mañana van a preparar algo diferente.

En Estados Unidos, restaurantes típicamente tienen menús fijos y más grandes. La consecuencia es que los ingredientes no estarán tan frescos todo el tiempo. O tienen que usar preservativos.

Y culturalmente, me parece que los gringos prefieren consistencia sobre calidad. Por ejemplo cada McDonald’s y Starbucks en EEUU es básicamente lo mismo en términos del menú y la estética del lugar. Starbucks es siempre Starbucks.

Pero un restaurante mexicano de comida corrida es un negocio independiente o familiar. El menú va a cambiar día a día. En vez de consistencia y ingredientes procesados o congelados (como los de McDonald’s o Starbucks), la comida corrida utiliza ingredientes sencillos y frescos.

Tiene mucho sentido para mí. No sé por qué no existe en EEUU."
10j0mz0,1674438523.0,,Extreme-Grab-7067,Streak descanso,\~
10icunb,1674368320.0,,Extreme-Grab-7067,Streak 4: La cultura de bicimensajería en Latinoamérica,"En el siglo XX era necesario entregar documentos lo más rápido posible en ciudades grandes. Y el vehículo para hacerlo es la bicicleta. Durante finales del siglo XX se formó una subcultura distinta de bicimensajeros por todo el mundo.

De finales de la década de 2000, la subcultura llegó a la corriente principal, culminando con la película ""Premium Rush"" en 2012. Pero con el desarrollo del internet, ya no había mucha demanda para entregar documentos físicos. Entonces la profesión ya no existe como antes.

He observado que en lugares como Ciudad de México y Lima, Perú  la subcultura de bicimensajería sigue siendo fuerte. Hay gente que anda bicicletas con piñón fijo con una mochila muy grande. Le gustan tatuajes, y organizan eventos para fomentar su identidad y sentido de comunidad.

Hoy los bicimensajeros principalmente entregan comida en vez de documentos. Sin embargo hay un nicho de entrega de objetos más grandes que requieren una bicicleta de carga. Este tipo de bici está extendida al frente con una plataforma para transportar objetos grandes.

Me hace feliz que haya gente trabajando en bici todavía en ciudades latinoamericanos. La profesión tiene un aspecto de rebeldía. Es tú contra los coches. No hay mejor manera de experimentar un ciudad que en bici. Saludos a todos los bicimensajeros!"
10hcpn2,1674257675.0,,Extreme-Grab-7067,Streak 3: Códigos QR reemplazando cartas físicas,"En 2023 la pandemia de coronavirus ya se ha convertido en un endémico. Ya se fue los cubres de boca y podemos salir a los restaurantes.

Un cambio permanente en muchos restaurantes es el uso de códigos QR en vez de cartas físicas. Esto presume que los clientes tienen in teléfono inteligente y datos para acceder el enlace debajo del código QR.

Me siento incomodo que la tecnología está cambiando su papel de algo útil y conveniente a algo necesario para hacer cosas básicos (como comer un restaurante)."
10gge4k,1674170085.0,,Extreme-Grab-7067,Streak 2: Pinche app de reddit,"Ya tenía tres párrafos escritos en la app sobre Bosque de Chapultepec en Ciudad de México. Eran párrafos bonitos sobre cómo es el parque y la importancia de ese tipo de lugar en ciudades grandes.

¡Pero! me fui de la app (no quité la app, solo la dejó un momento para ver otra app) y puf. Se desapareció mis párrafos. ""C’est la vie."" (Así es la vida).

¡Pero no! Tengo conocimiento de desarrollo de aplicaciones móviles. Lo que pasó es que el texto existió como ""estado"" en la caja de texto. Cuando me fui de la app, se destruyó la instancia de la caja de texto en la memoria de de mi iPhone.

Otras aplicaciones (como los de google docs, o muchos editores de video) guardan el ""estado"" del programa automáticamente. Entonces si algo pasa (pierdes la conexión a la red, o el programa falla) el estado del programa (mis queridos párrafos) ya está guardado en un lugar más permanente.

Yo sé que existe un botón para guardar un ""draft"" (borrador?) de mi post. Y lo usaría antes de quitar la app completamente. Pero para salir de la app y regresar un minuto después, mi expectativa es que el texto debe persistir."
10fld4d,1674083229.0,,Extreme-Grab-7067,Streak 1: Desayuno estadounidense y “simulacra”,"Mi amigo chileno me visitó en Estados Unidos el mes pasado. Quería probar un desayuno “típico” estadounidense en un restaurante como lo ha visto en películas.

Fuimos a un restaurante que se llama “Great Scott’s” en referencia a la película de 1985, “Back to the Future”. El interior pretende ser del estilo de los años 50, con bancos suaves de vinilo y imagines de coches clásicos en la pared.

Pedimos los platos más típicos: huevos fritos, tocino, panqueques con jarabe de arce falso, y papas fritas (no sé si haya palabra para decir “hashbrowns”). Le expliqué que la comida aquí está hecha de ingredientes baratos con preparación sencilla, pero el servicio es bueno. El café no está bueno pero la próxima taza es siempre gratis! Es un lugar para comer muchísimo y pasar tiempo con amistades.

Muchas veces los estadounidenses no tienen autoconocimiento de su propia cultura. Que raro que existe un restaurante que hace referencia a una película de 1985, que hace referencia a los años 50. Creo que el restaurante es un ejemplo de “simulacra”, según el filósofo francés Jean Baudrillard. Es simulacra en el sentido de que ya no existe lo “original” de este tipo de restaurante. Solo existe imitaciones. Copias de copias.

Pero bueno. A mi amigo le gustó su experiencia en un restaurante como lo de las pelis. Pero la experiencia me dejó dudando si autenticad ya no existe en Estados Unidos. 🤔"
